"지표 ID","지표 이름","지표 단위","IPCC대분류","IPCC소분류","국내대책 대분류","국내대책 세분류","원시자료ID","원시자료명","원시자료 정보형태","원시자료 보유 기관명","원시자료 보유 부서명","제공 시스템명","원시자료 정보위치","원시자료 URL","원시자료 서비스 구분","원시자료 제공 단위","원시자료 구축범위","원시자료 파일 포맷","원시자료 축척-해상도","원시자료 구축연도","원시자료_설명","원시자료_키워드","원시자료_업데이트 주기","원시자료_언어","담당자명","담당자 전화번호","담당자 전자우편주소","제3자 권리","이용허락범위","비용부과기준","시간범위_시점","시간범위_종점","좌표계-기준계식별자","좌표계-기준계 명칭","좌표계-타원체","좌표계-도법","좌표계-원점","비고"
"AB094","일평균 기온의 표준편차","℃","적응","적응계획 및 이행","감시예측","기온","R0111176","일평균 기온의 표준편차","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 일평균 기온의 표준편차 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 일평균 기온의 표준편차","일간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-",""
"AB095","연 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114134","연간 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=24&y=14","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 연간 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 연간 평균기온","연간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB095","연 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111134","연간 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 연간 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 연간 평균기온","연간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB096","12~2월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB096","12~2월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111062","계절별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 계절별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 계절별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB097","3~5월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB097","3~5월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111062","계절별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 계절별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 계절별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB098","6~8월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB098","6~8월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111062","계절별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 계절별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 계절별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB099","9~11월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB099","9~11월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111062","계절별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 계절별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 계절별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB100","1~2월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB100","1~2월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB101","1~3월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB101","1~3월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB102","4~8월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB102","4~8월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB103","4~10월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB103","4~10월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB104","7~8월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB104","7~8월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB105","10~11월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB105","10~11월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB106","11~5월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB106","11~5월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111151","월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB107","1월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB107","1월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111013","1월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 1월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 1월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB108","2월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB108","2월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111016","2월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 2월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 2월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB109","3월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB109","3월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111021","3월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 3월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 3월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB110","4월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB110","4월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111024","4월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 4월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 4월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB111","5월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB111","5월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111027","5월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 5월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 5월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB112","6월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB112","6월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111034","6월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 6월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 6월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
"AB113","7월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0114169","일 평균기온","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=07&x=23&y=11","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 일 평균기온 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 기온, 일 평균기온","월간","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료는 기상청 홈페이지에서 제공하는 것을 사용"
"AB113","7월 평균기온","°C","적응","적응계획 및 이행","감시예측","기온","R0111037","7월별 평균기온","RASTER","기상청","기후정책과","기후변화정보센터","http://www.climate.go.kr/","http://ccs.climate.go.kr/personal_RCP/sk_step1.php","온라인(로그인)","격자","전국","ESRI ASCII GRID","1km","2013년","기상청에서 보유한 7월별 평균기온 데이터로 ESRI ASCII GRID 자료포맷의 RASTER 형태로 구축되어 있다.","감시예측, 기온, 7월별 평균기온","월간","영어","조리나","02-2181-0457","clpol@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","2016","2100","세계측지계","경위도 좌표계","WSG84","-","-","미래예측 자료는 기후변화정보센터에서 제공하는 것을 사용"
